Accession,GWAS_ID,Reference,Year,Orientation,Origin,Continent,Country,Region,Azithromycin,Ceftriaxone,Ciprofloxacin,MtrA,MtrC,FarA,Mtr_Upregulation
SRR2736191,SRR2736191,Demczuk2016,2010.0,,Urethra,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,Yes
SRR2736192,SRR2736192,Demczuk2016,2010.0,,Urethra,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,Yes
SRR2736193,SRR2736193,Demczuk2016,2010.0,,Pharynx,North America,Canada,Quebec,8,0.016,,Inducible,Intact,Intact,Yes
SRR2736194,SRR2736194,Demczuk2016,2010.0,,Urethra,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,Yes
SRR2736195,SRR2736195,Demczuk2016,2010.0,,Urethra,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,Yes
SRR2736196,SRR2736196,Demczuk2016,2010.0,,Urethra,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,Yes
SRR2736197,SRR2736197,Demczuk2016,2010.0,,Pharynx,North America,Canada,Quebec,8,0.002,,Inducible,Intact,Intact,Yes
SRR2736198,SRR2736198,Demczuk2016,2010.0,,Pharynx,North America,Canada,Quebec,2,0.063,,Inducible,Intact,Intact,Yes
SRR2736200,SRR2736200,Demczuk2016,2011.0,,Cervix,North America,Canada,Saskatchewan,4,0.008,,LOF,Intact,Intact,No
SRR2736201,SRR2736201,Demczuk2016,2011.0,,Other,North America,Canada,Saskatchewan,4,0.016,,LOF,Intact,Intact,No
SRR2736202,SRR2736202,Demczuk2016,2011.0,,Pharynx,North America,Canada,Alberta,16,0.008,,Inducible,Intact,Intact,Yes
SRR2736204,SRR2736204,Demczuk2016,2011.0,,Urethra,North America,Canada,Quebec,4,0.063,,Inducible,Intact,Intact,Yes
SRR2736205,SRR2736205,Demczuk2016,2011.0,,Cervix,North America,Canada,Quebec,8,0.063,,Inducible,Intact,Intact,Yes
SRR2736206,SRR2736206,Demczuk2016,2011.0,,Pharynx,North America,Canada,Quebec,16,0.016,,Inducible,Intact,Intact,Yes
SRR2736207,SRR2736207,Demczuk2016,2011.0,,Urethra,North America,Canada,Quebec,16,0.016,,Inducible,Intact,Intact,Yes
SRR2736208,SRR2736208,Demczuk2016,2011.0,,Urethra,North America,Canada,Quebec,16,0.008,,Inducible,Intact,Intact,Yes
SRR2736209,SRR2736209,Demczuk2016,2011.0,,Urethra,North America,Canada,Quebec,16,0.032,,Inducible,Intact,Intact,Yes
SRR2736210,SRR2736210,Demczuk2016,2011.0,,Urethra,North America,Canada,Nova Scotia,4,0.008,,Inducible,Intact,Intact,Yes
SRR2736211,SRR2736211,Demczuk2016,2011.0,,Rectum,North America,Canada,Quebec,1,0.008,,Inducible,Intact,Intact,Yes
SRR2736212,SRR2736212,Demczuk2016,2012.0,,Urethra,North America,Canada,Alberta,8,0.032,,Inducible,Intact,Intact,Yes
SRR2736213,SRR2736213,Demczuk2016,2011.0,,,North America,Canada,Ontario,2,0.032,,Inducible,Intact,Intact,Yes
SRR2736216,SRR2736216,Demczuk2016,2012.0,,Urethra,North America,Canada,Ontario,8,0.063,,Inducible,Intact,Intact,Yes
SRR2736217,SRR2736217,Demczuk2016,2012.0,,Urethra,North America,Canada,Ontario,16,0.016,,Inducible,Intact,Intact,Yes
SRR2736218,SRR2736218,Demczuk2016,2012.0,,Urethra,North America,Canada,Quebec,0.25,0.016,,Inducible,Intact,Intact,Yes
SRR2736219,SRR2736219,Demczuk2016,2012.0,,Pharynx,North America,Canada,Quebec,8,0.016,,Inducible,Intact,Intact,Yes
SRR2736220,SRR2736220,Demczuk2016,2012.0,,Urethra,North America,Canada,Quebec,16,0.063,,Inducible,Intact,Intact,Yes
SRR2736221,SRR2736221,Demczuk2016,2012.0,,Rectum,North America,Canada,Quebec,16,0.032,,Inducible,Intact,Intact,Yes
SRR2736222,SRR2736222,Demczuk2016,2012.0,,Urethra,North America,Canada,Ontario,8,0.125,,Inducible,Intact,Intact,Yes
SRR2736223,SRR2736223,Demczuk2016,2012.0,,Urethra,North America,Canada,Ontario,16,0.125,,Inducible,Intact,Intact,Yes
SRR2736224,SRR2736224,Demczuk2016,2012.0,,Urethra,North America,Canada,Ontario,8,0.125,,Inducible,Intact,Intact,Yes
SRR2736225,SRR2736225,Demczuk2016,2013.0,,Urethra,North America,Canada,British Columbia,16,0.016,,Inducible,Intact,Intact,Yes
SRR2736226,SRR2736226,Demczuk2016,2012.0,,Urethra,North America,Canada,Ontario,8,0.125,,Inducible,Intact,Intact,Yes
SRR2736227,SRR2736227,Demczuk2016,2012.0,,Rectum,North America,Canada,Ontario,8,0.125,,Inducible,Intact,Intact,Yes
SRR2736228,SRR2736228,Demczuk2016,2013.0,,Rectum,North America,Canada,Ontario,8,0.125,,Inducible,Intact,Intact,Yes
SRR2736229,SRR2736229,Demczuk2016,2013.0,,Cervix,North America,Canada,Ontario,8,0.125,,Inducible,Intact,Intact,Yes
SRR2736230,SRR2736230,Demczuk2016,2013.0,,Pharynx,North America,Canada,Ontario,8,0.125,,Inducible,Intact,Intact,Yes
SRR2736231,SRR2736231,Demczuk2016,2013.0,,Urethra,North America,Canada,Ontario,8,0.032,,Inducible,Intact,Intact,Yes
SRR2736232,SRR2736232,Demczuk2016,2013.0,,Urethra,North America,Canada,Ontario,8,0.125,,Inducible,Intact,Intact,Yes
SRR2736233,SRR2736233,Demczuk2016,2012.0,,Rectum,North America,Canada,Quebec,8,0.008,,Inducible,Intact,Intact,Yes
SRR2736234,SRR2736234,Demczuk2016,2012.0,,Rectum,North America,Canada,Quebec,8,0.008,,Inducible,Intact,Intact,Yes
SRR2736235,SRR2736235,Demczuk2016,2012.0,,Urethra,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,Yes
SRR2736236,SRR2736236,Demczuk2016,2012.0,,Urethra,North America,Canada,Quebec,8,0.008,,Inducible,Intact,Intact,Yes
SRR2736237,SRR2736237,Demczuk2016,2012.0,,Urethra,North America,Canada,Quebec,8,0.008,,Inducible,Intact,Intact,Yes
SRR2736238,SRR2736238,Demczuk2016,2012.0,,Rectum,North America,Canada,Quebec,2,0.008,,Inducible,Intact,Intact,Yes
SRR2736239,SRR2736239,Demczuk2016,2012.0,,Urethra,North America,Canada,Quebec,2,0.008,,Inducible,Intact,Intact,Yes
SRR2736240,SRR2736240,Demczuk2016,2012.0,,Urethra,North America,Canada,Quebec,8,0.008,,Inducible,Intact,Intact,Yes
SRR2736241,SRR2736241,Demczuk2016,2013.0,,Cervix,North America,Canada,Saskatchewan,8,0.032,,Inducible,Intact,Intact,Yes
SRR2736242,SRR2736242,Demczuk2016,2013.0,,Urethra,North America,Canada,British Columbia,16,0.016,,Inducible,Intact,Intact,Yes
SRR2736243,SRR2736243,Demczuk2016,2012.0,,Urethra,North America,Canada,Quebec,8,0.063,,Inducible,Intact,Intact,Yes
SRR2736244,SRR2736244,Demczuk2016,2013.0,,Cervix,North America,Canada,Saskatchewan,8,0.032,,Inducible,Intact,Intact,Yes
SRR2736245,SRR2736245,Demczuk2016,2013.0,,Urethra,North America,Canada,Saskatchewan,8,0.063,,Inducible,Intact,Intact,Yes
SRR2736246,SRR2736246,Demczuk2016,2013.0,,Cervix,North America,Canada,Saskatchewan,8,0.063,,Inducible,Intact,Intact,Yes
SRR2736247,SRR2736247,Demczuk2016,2013.0,,Urethra,North America,Canada,Saskatchewan,8,0.063,,Inducible,Intact,Intact,Yes
SRR2736248,SRR2736248,Demczuk2016,2013.0,,Urethra,North America,Canada,Saskatchewan,8,0.063,,Inducible,Intact,Intact,Yes
SRR2736249,SRR2736249,Demczuk2016,2013.0,,Pharynx,North America,Canada,Alberta,2,0.032,,Inducible,Intact,Intact,
SRR2736250,SRR2736250,Demczuk2016,2013.0,,Rectum,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,Yes
SRR2736251,SRR2736251,Demczuk2016,2013.0,,Rectum,North America,Canada,Quebec,16,0.004,,Inducible,Intact,Intact,Yes
SRR2736252,SRR2736252,Demczuk2016,2013.0,,Pharynx,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,Yes
SRR2736253,SRR2736253,Demczuk2016,2013.0,,Rectum,North America,Canada,Quebec,2,0.004,,Inducible,Intact,Intact,Yes
SRR2736254,SRR2736254,Demczuk2016,2013.0,,Urethra,North America,Canada,British Columbia,16,0.25,,Inducible,Intact,Intact,Yes
SRR2736255,SRR2736255,Demczuk2016,2013.0,,Urethra,North America,Canada,Alberta,2,0.032,,Inducible,Intact,Intact,
SRR2736256,SRR2736256,Demczuk2016,2013.0,,Rectum,North America,Canada,Alberta,2,0.032,,Inducible,Intact,Intact,
SRR2736257,SRR2736257,Demczuk2016,2013.0,,Urethra,North America,Canada,Alberta,8,0.032,,Inducible,Intact,Intact,Yes
SRR2736258,SRR2736258,Demczuk2016,2013.0,,Urethra,North America,Canada,Ontario,16,0.063,,Inducible,Intact,Intact,Yes
SRR2736259,SRR2736259,Demczuk2016,2013.0,,Urethra,North America,Canada,Ontario,16,0.063,,Inducible,Intact,Intact,Yes
SRR2736260,SRR2736260,Demczuk2016,2013.0,,Urethra,North America,Canada,Ontario,2,0.125,,Inducible,Intact,Intact,Yes
SRR2736261,SRR2736261,Demczuk2016,2013.0,,Rectum,North America,Canada,Ontario,2,0.032,,Inducible,Intact,Intact,Yes
SRR2736262,SRR2736262,Demczuk2016,2013.0,,Urethra,North America,Canada,Ontario,2,0.032,,Inducible,Intact,Intact,Yes
SRR2736263,SRR2736263,Demczuk2016,2013.0,,Rectum,North America,Canada,Ontario,8,0.063,,Inducible,Intact,Intact,Yes
SRR2736264,SRR2736264,Demczuk2016,2013.0,,Rectum,North America,Canada,Ontario,16,0.063,,Inducible,Intact,Intact,Yes
SRR2736265,SRR2736265,Demczuk2016,2014.0,,Rectum,North America,Canada,Ontario,8,0.063,,Inducible,Intact,Intact,Yes
SRR2736266,SRR2736266,Demczuk2016,2014.0,,Urethra,North America,Canada,Ontario,4,0.032,,Inducible,Intact,Intact,Yes
SRR2736267,SRR2736267,Demczuk2016,2013.0,,Urethra,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,Yes
SRR2736268,SRR2736268,Demczuk2016,2013.0,,Cervix,North America,Canada,Quebec,8,0.008,,Inducible,Intact,Intact,Yes
SRR2736269,SRR2736269,Demczuk2016,2013.0,,Urethra,North America,Canada,Quebec,2,0.008,,Inducible,Intact,Intact,Yes
SRR2736270,SRR2736270,Demczuk2016,2013.0,,Cervix,North America,Canada,Quebec,0.06,0.008,,Inducible,LOF,Intact,Yes
SRR2736271,SRR2736271,Demczuk2016,2013.0,,Urethra,North America,Canada,Quebec,4,0.008,,Inducible,Intact,Intact,Yes
SRR2736272,SRR2736272,Demczuk2016,2013.0,,Urethra,North America,Canada,Quebec,4,0.008,,Inducible,Intact,Intact,Yes
SRR2736273,SRR2736273,Demczuk2016,2014.0,,Pharynx,North America,Canada,Alberta,8,0.032,,Inducible,Intact,Intact,Yes
SRR2736274,SRR2736274,Demczuk2016,2014.0,,Pharynx,North America,Canada,Alberta,8,0.032,,Inducible,Intact,Intact,Yes
SRR2736275,SRR2736275,Demczuk2016,2014.0,,Rectum,North America,Canada,Alberta,2,0.032,,Inducible,Intact,Intact,
SRR2736276,SRR2736276,Demczuk2016,2014.0,,Urethra,North America,Canada,Ontario,8,0.032,,Inducible,Intact,Intact,Yes
SRR2736277,SRR2736277,Demczuk2016,2014.0,,Urethra,North America,Canada,Ontario,8,0.063,,Inducible,Intact,Intact,Yes
SRR2736278,SRR2736278,Demczuk2016,2014.0,,Urethra,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,No
SRR2736279,SRR2736279,Demczuk2016,2014.0,,Urethra,North America,Canada,Quebec,16,0.063,,Inducible,Intact,Intact,Yes
SRR2736280,SRR2736280,Demczuk2016,2014.0,,Urethra,North America,Canada,Quebec,2,0.125,,Inducible,Intact,Intact,Yes
SRR2736281,SRR2736281,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,2,0.016,,Inducible,Intact,Intact,Yes
SRR2736282,SRR2736282,Demczuk2016,2014.0,,Urethra,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,No
SRR2736283,SRR2736283,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,No
SRR2736284,SRR2736284,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,8,0.008,,Inducible,Intact,Intact,No
SRR2736285,SRR2736285,Demczuk2016,2014.0,,Urethra,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,No
SRR2736286,SRR2736286,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,No
SRR2736287,SRR2736287,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,8,0.008,,Inducible,Intact,Intact,No
SRR2736288,SRR2736288,Demczuk2016,2014.0,,Urethra,North America,Canada,Quebec,8,0.008,,Inducible,Intact,Intact,No
SRR2736289,SRR2736289,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,Yes
SRR2736290,SRR2736290,Demczuk2016,2014.0,,Urethra,North America,Canada,Quebec,4,0.032,,Inducible,Intact,Intact,
SRR2736291,SRR2736291,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,No
SRR2736292,SRR2736292,Demczuk2016,2014.0,,Rectum,North America,Canada,Quebec,8,0.008,,Inducible,Intact,Intact,No
SRR2736293,SRR2736293,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,2,0.008,,Inducible,Intact,Intact,Yes
SRR2736294,SRR2736294,Demczuk2016,2014.0,,Urethra,North America,Canada,Quebec,2,0.008,,Inducible,Intact,Intact,Yes
SRR2736295,SRR2736295,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,No
SRR2736296,SRR2736296,Demczuk2016,2014.0,,Rectum,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,No
SRR2736297,SRR2736297,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,No
SRR2736298,SRR2736298,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,2,0.008,,Inducible,Intact,Intact,Yes
SRR2736299,SRR2736299,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,8,0.008,,Inducible,Intact,Intact,Yes
SRR2736300,SRR2736300,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,Yes
SRR2736301,SRR2736301,Demczuk2016,2014.0,,Urethra,North America,Canada,Quebec,1,0.008,,Inducible,Intact,Intact,
SRR2736302,SRR2736302,Demczuk2016,2014.0,,Urethra,North America,Canada,Quebec,4,0.004,,Inducible,Intact,Intact,No
SRR2736303,SRR2736303,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,8,0.004,,Inducible,Intact,Intact,No
SRR2736304,SRR2736304,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,2,0.008,,Inducible,Intact,Intact,Yes
SRR2736305,SRR2736305,Demczuk2016,2014.0,,Urethra,North America,Canada,Quebec,2,0.008,,Inducible,Intact,Intact,Yes
SRR2736306,SRR2736306,Demczuk2016,2014.0,,Pharynx,North America,Canada,Quebec,8,0.008,,Inducible,Intact,Intact,Yes
SRR4343301,SRR4343301,Demczuk2016,2010.0,,,North America,Canada,Ontario,2,0.125,,Inducible,Intact,Intact,Yes
SRR3357011,SRR3357011,Eyre2017,2011.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3357028,SRR3357028,Eyre2017,2011.0,,,Europe,UK,Brighton,0.25,,32,Inducible,Intact,Intact,Yes
SRR3357077,SRR3357077,Eyre2017,2011.0,,,Europe,UK,Brighton,0.125,,0.015,Inducible,Intact,Intact,Yes
SRR3357157,SRR3357157,Eyre2017,2011.0,,,Europe,UK,Brighton,0.25,,32,Inducible,Intact,Intact,No
SRR3357160,SRR3357160,Eyre2017,2011.0,,,Europe,UK,Brighton,0.125,,0.015,Inducible,Intact,Intact,Yes
SRR3357181,SRR3357181,Eyre2017,2011.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3357186,SRR3357186,Eyre2017,2011.0,,,Europe,UK,Brighton,0.015,,8,Inducible,LOF,Intact,Yes
SRR3357191,SRR3357191,Eyre2017,2010.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3357192,SRR3357192,Eyre2017,2011.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3357194,SRR3357194,Eyre2017,2011.0,,,Europe,UK,Brighton,0.06,,8,Inducible,LOF,Intact,Yes
SRR3357229,SRR3357229,Eyre2017,2011.0,,,Europe,UK,Brighton,0.125,,0.015,Inducible,Intact,Intact,Yes
SRR3357246,SRR3357246,Eyre2017,2011.0,,,Europe,UK,Brighton,0.125,,0.015,Inducible,Intact,Intact,No
SRR3357252,SRR3357252,Eyre2017,2011.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3357260,SRR3357260,Eyre2017,2011.0,,,Europe,UK,Brighton,0.125,,0.015,Inducible,Intact,Intact,No
SRR3357263,SRR3357263,Eyre2017,2011.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3357264,SRR3357264,Eyre2017,2011.0,,,Europe,UK,Brighton,0.125,,0.015,Inducible,Intact,Intact,Yes
SRR3357288,SRR3357288,Eyre2017,2011.0,,,Europe,UK,Brighton,0.5,,16,Inducible,Intact,Intact,Yes
SRR3357289,SRR3357289,Eyre2017,2011.0,,,Europe,UK,Brighton,0.125,,2,Inducible,Intact,Intact,Yes
SRR3357305,SRR3357305,Eyre2017,2011.0,,,Europe,UK,Brighton,0.25,,0.015,Inducible,Intact,Intact,Yes
SRR3357314,SRR3357314,Eyre2017,2011.0,,,Europe,UK,Brighton,0.25,,32,Inducible,Intact,Intact,Yes
SRR3360605,SRR3360605,Eyre2017,2007.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3360606,SRR3360606,Eyre2017,2007.0,,,Europe,UK,Brighton,0.125,,2,Inducible,Intact,Intact,Yes
SRR3360607,SRR3360607,Eyre2017,2007.0,,,Europe,UK,Brighton,0.25,,1,Inducible,Intact,Intact,Yes
SRR3360608,SRR3360608,Eyre2017,2009.0,,,Europe,UK,Brighton,0.125,,0.015,LOF,Intact,Intact,No
SRR3360609,SRR3360609,Eyre2017,2008.0,,,Europe,UK,Brighton,0.125,,0.015,Inducible,Intact,Intact,Yes
SRR3360610,SRR3360610,Eyre2017,2009.0,,,Europe,UK,Brighton,0.125,,32,Inducible,Intact,Intact,Yes
SRR3360612,SRR3360612,Eyre2017,2010.0,,,Europe,UK,Brighton,0.25,,16,Inducible,Intact,Intact,Yes
SRR3360613,SRR3360613,Eyre2017,2007.0,,,Europe,UK,Brighton,0.25,,0.015,Inducible,Intact,Intact,No
SRR3360614,SRR3360614,Eyre2017,2010.0,,,Europe,UK,Brighton,0.25,,16,Inducible,Intact,Intact,Yes
SRR3360615,SRR3360615,Eyre2017,2008.0,,,Europe,UK,Brighton,0.125,,4,Inducible,Intact,Intact,Yes
SRR3360616,SRR3360616,Eyre2017,2009.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3360617,SRR3360617,Eyre2017,2009.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3360618,SRR3360618,Eyre2017,2009.0,,,Europe,UK,Brighton,0.5,,8,Inducible,Intact,Intact,Yes
SRR3360619,SRR3360619,Eyre2017,2009.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3360622,SRR3360622,Eyre2017,2009.0,,,Europe,UK,Brighton,0.5,,8,Inducible,Intact,Intact,Yes
SRR3360624,SRR3360624,Eyre2017,2005.0,,,Europe,UK,Brighton,0.125,,2,Inducible,Intact,Intact,Yes
SRR3360625,SRR3360625,Eyre2017,2007.0,,,Europe,UK,Brighton,0.125,,2,Inducible,Intact,Intact,Yes
SRR3360627,SRR3360627,Eyre2017,2007.0,,,Europe,UK,Brighton,0.5,,8,Inducible,Intact,Intact,Yes
SRR3360628,SRR3360628,Eyre2017,2010.0,,,Europe,UK,Brighton,0.25,,16,Inducible,Intact,Intact,Yes
SRR3360629,SRR3360629,Eyre2017,2010.0,,,Europe,UK,Brighton,0.125,,8,Inducible,Intact,Intact,No
SRR3360630,SRR3360630,Eyre2017,2009.0,,,Europe,UK,Brighton,0.03,,0.015,Inducible,Intact,Intact,Yes
SRR3360632,SRR3360632,Eyre2017,2009.0,,,Europe,UK,Brighton,0.5,,8,Inducible,Intact,Intact,Yes
SRR3360633,SRR3360633,Eyre2017,2010.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3360634,SRR3360634,Eyre2017,2010.0,,,Europe,UK,Brighton,0.125,,8,Inducible,Intact,Intact,No
SRR3360635,SRR3360635,Eyre2017,2009.0,,,Europe,UK,Brighton,0.125,,0.015,Inducible,Intact,LOF,Yes
SRR3360636,SRR3360636,Eyre2017,2008.0,,,Europe,UK,Brighton,0.03,,0.015,Inducible,Intact,LOF,Yes
SRR3360637,SRR3360637,Eyre2017,2007.0,,,Europe,UK,Brighton,0.25,,16,Inducible,Intact,Intact,Yes
SRR3360638,SRR3360638,Eyre2017,2008.0,,,Europe,UK,Brighton,0.125,,0.015,Inducible,Intact,Intact,Yes
SRR3360639,SRR3360639,Eyre2017,2008.0,,,Europe,UK,Brighton,0.25,,16,Inducible,Intact,Intact,Yes
SRR3360640,SRR3360640,Eyre2017,2010.0,,,Europe,UK,Brighton,1,,0.03,Inducible,Intact,Intact,Yes
SRR3360641,SRR3360641,Eyre2017,2010.0,,,Europe,UK,Brighton,0.25,,16,Inducible,Intact,Intact,Yes
SRR3360642,SRR3360642,Eyre2017,2010.0,,,Europe,UK,Brighton,0.25,,0.03,Inducible,Intact,Intact,Yes
SRR3360644,SRR3360644,Eyre2017,2009.0,,,Europe,UK,Brighton,0.125,,8,Inducible,Intact,Intact,No
SRR3360645,SRR3360645,Eyre2017,2010.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3360646,SRR3360646,Eyre2017,2007.0,,,Europe,UK,Brighton,0.125,,0.015,Inducible,Intact,Intact,Yes
SRR3360647,SRR3360647,Eyre2017,2010.0,,,Europe,UK,Brighton,0.06,,0.03,Inducible,Intact,Intact,Yes
SRR3360648,SRR3360648,Eyre2017,2009.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3360649,SRR3360649,Eyre2017,2008.0,,,Europe,UK,Brighton,0.25,,16,Inducible,Intact,Intact,Yes
SRR3360650,SRR3360650,Eyre2017,2010.0,,,Europe,UK,Brighton,0.25,,0.03,Inducible,Intact,Intact,Yes
SRR3360651,SRR3360651,Eyre2017,2010.0,,,Europe,UK,Brighton,0.03,,4,Inducible,LOF,Intact,Yes
SRR3360652,SRR3360652,Eyre2017,2009.0,,,Europe,UK,Brighton,0.06,,4,Inducible,Intact,Intact,Yes
SRR3360653,SRR3360653,Eyre2017,2007.0,,,Europe,UK,Brighton,0.25,,0.015,Inducible,Intact,Intact,Yes
SRR3360654,SRR3360654,Eyre2017,2007.0,,,Europe,UK,Brighton,0.06,,0.015,LOF,Intact,Intact,No
SRR3360658,SRR3360658,Eyre2017,2010.0,,,Europe,UK,Brighton,0.25,,16,Inducible,Intact,Intact,Yes
SRR3360659,SRR3360659,Eyre2017,2009.0,,,Europe,UK,Brighton,0.25,,32,Inducible,Intact,Intact,Yes
SRR3360661,SRR3360661,Eyre2017,2008.0,,,Europe,UK,Brighton,0.125,,0.015,Inducible,Intact,LOF,Yes
SRR3360662,SRR3360662,Eyre2017,2009.0,,,Europe,UK,Brighton,0.03,,0.015,LOF,Intact,LOF,No
SRR3360663,SRR3360663,Eyre2017,2008.0,,,Europe,UK,Brighton,0.25,,0.015,Inducible,Intact,Intact,Yes
SRR3360664,SRR3360664,Eyre2017,2007.0,,,Europe,UK,Brighton,0.25,,32,Inducible,Intact,Intact,Yes
SRR3360665,SRR3360665,Eyre2017,2009.0,,,Europe,UK,Brighton,0.03,,0.015,Inducible,Intact,LOF,No
SRR3360667,SRR3360667,Eyre2017,2010.0,,,Europe,UK,Brighton,0.25,,32,Inducible,Intact,Intact,Yes
SRR3360669,SRR3360669,Eyre2017,2008.0,,,Europe,UK,Brighton,0.06,,0.015,Inducible,Intact,Intact,Yes
SRR3360670,SRR3360670,Eyre2017,2008.0,,,Europe,UK,Brighton,0.5,,0.015,Inducible,Intact,Intact,Yes
SRR3360671,SRR3360671,Eyre2017,2007.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3360672,SRR3360672,Eyre2017,2007.0,,,Europe,UK,Brighton,0.125,,2,Inducible,Intact,Intact,Yes
SRR3360674,SRR3360674,Eyre2017,2009.0,,,Europe,UK,Brighton,0.03,,8,Inducible,LOF,Intact,Yes
SRR3360675,SRR3360675,Eyre2017,2007.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3360677,SRR3360677,Eyre2017,2009.0,,,Europe,UK,Brighton,0.125,,0.015,Inducible,Intact,Intact,No
SRR3360678,SRR3360678,Eyre2017,2007.0,,,Europe,UK,Brighton,0.25,,4,Inducible,Intact,Intact,Yes
SRR3360679,SRR3360679,Eyre2017,2010.0,,,Europe,UK,Brighton,0.125,,0.03,Inducible,Intact,LOF,Yes
SRR3360680,SRR3360680,Eyre2017,2010.0,,,Europe,UK,Brighton,0.25,,16,Inducible,Intact,Intact,Yes
SRR3360681,SRR3360681,Eyre2017,2005.0,,,Europe,UK,Brighton,0.5,,8,Inducible,Intact,Intact,Yes
SRR3360683,SRR3360683,Eyre2017,2010.0,,,Europe,UK,Brighton,0.06,,0.03,LOF,Intact,LOF,No
SRR3360684,SRR3360684,Eyre2017,2008.0,,,Europe,UK,Brighton,0.25,,8,Inducible,Intact,Intact,Yes
SRR3360685,SRR3360685,Eyre2017,2007.0,,,Europe,UK,Brighton,0.125,,0.015,Inducible,Intact,Intact,Yes
SRR3360686,SRR3360686,Eyre2017,2010.0,,,Europe,UK,Brighton,0.5,,32,Inducible,Intact,Intact,Yes
SRR3360687,SRR3360687,Eyre2017,2007.0,,,Europe,UK,Brighton,0.125,,0.015,LOF,Intact,LOF,No
SRR3360688,SRR3360688,Eyre2017,2008.0,,,Europe,UK,Brighton,8,,0.015,Inducible,Intact,Intact,Yes
SRR3360689,SRR3360689,Eyre2017,2009.0,,,Europe,UK,Brighton,0.25,,0.015,Inducible,Intact,Intact,Yes
SRR3360690,SRR3360690,Eyre2017,2009.0,,,Europe,UK,Brighton,0.125,,0.015,Inducible,Intact,LOF,Yes
